domain,company_name,segment,reasoning,employees,country,industry,keywords,short_description,linkedin_url,source_sheet,scrape_status,classified_by,prompt_version
johnnybet.com,JohnnyBet,AFFILIATE_PERFORMANCE,"JohnnyBet is a global leader in affiliate marketing for the iGaming industry, connecting advertisers with publishers/creators through its betting prediction services.",36,Malta,marketing & advertising,"affiliate marketing & seo, marketing services, community betting rewards, tipster rankings, community predictions, betting experience, betting statistics, betting data insights, betting prediction sha","JohnnyBet is a global leader in affiliate marketing for the iGaming industry.

With innovative SEO strategies and strong technical skills, the company is a trendsetter in an effective advertising syst",http://www.linkedin.com/company/johnnybet,UK_EU,success,gpt-4o-mini,v1
justartmedia.com,Just Art Media Inc,AFFILIATE_PERFORMANCE,Just Art Media Inc specializes in optimizing affiliate campaigns and maximizing ROI through strategic affiliate partnerships and high-performing campaign management.,10,United States,marketing & advertising,"uiux, advertising, web development, marketing, advertising services, performance optimization, cross-network optimization, offer evaluation, affiliate marketing roi, analytics, roi maximization, landi","Just Art Media Inc is an online advertising agency comprising web properties in various industries, with unique specialization in lead generation for online and offline businesses via media buys throu",http://www.linkedin.com/company/justartmedia,MIXED,success,gpt-4o-mini,v2
kma.biz,KMA.BIZ,AFFILIATE_PERFORMANCE,"KMA.biz operates as a CPA network, connecting advertisers with publishers/creators through performance marketing in the affiliate space.",32,Russia,marketing & advertising,"advertising, affiliate marketing, cpa, media buying, advertising services, nutra, nutra offers, offer optimization, partner support, transparency, experienced managers, performance marketing, industry","KMA.biz - CPA Network with 7 years of experience in the Affiliate Marketing;
🔻75 Active Geos
🔻Increased Payouts
🔻110 Exclusive In-house Offers
🔻Professional and friendly support 
🔻Guaranteed approve r",http://www.linkedin.com/company/kma-biz,UK_EU,success,gpt-4o-mini,v1
kmg01.com,KMG,AFFILIATE_PERFORMANCE,"KMG offers affiliate marketing services and performance marketing solutions, connecting advertisers with publishers/creators.",15,United States,marketing & advertising,"political contact services, affiliate marketing services, an array of marketing services, contact center services, advertising services, customer acquisition, market reach, analytics, long-term client","KMG, is a full service performance-based Solutions Provider. KMG will develop and manage your market segments and perform market analysis to deliver unprecedented results that will increase your compa",http://www.linkedin.com/company/karis-marketing-group,US,success,gpt-4o-mini,v1
lasermediagrp.com,LASERmedia Limited,AFFILIATE_PERFORMANCE,"Laser Media operates as a Private CPA Network connecting Advertisers and Publishers, focusing on performance-based advertising and monetizing through cost-per-action, which aligns with affiliate marketing principles.",10,United States,marketing & advertising,"advertising services, performance-based advertising, affiliate marketing, geo-targeting, compliance standards, high epc, traffic quality assurance, publisher network, real-time analytics, high convert","Laser Media is an Private CPA Network connecting Advertisers and Publishers worldwide. We aim to provide the best cost effective solution possible.

At Laser Media we make it our highest priority to h",http://www.linkedin.com/company/laser-media-co.-ltd.,MIXED,success,gpt-4o-mini,v2
leadclick.com,LeadClick Media,AFFILIATE_PERFORMANCE,"LeadClick Media operates as an affiliate network specializing in Cost Per Acquisition (CPA) online advertising, connecting advertisers with publishers and focusing on performance marketing.",13,United States,online media,"data, lead generation, cpa advertising, optimization, seo, affiliate network, creative, sem, direct response, performance marketing, marketing & advertising, sales, information technology & services, ",LeadClick Media (A Division of CoreLogic (NYSE: CLGX)) Located in downtown San Francisco's Financial District was founded in early 1998 in response to lack of the effective/ profitable marketing optio,http://www.linkedin.com/company/leadclick-media,MIXED,success,gpt-4o-mini,v2
leadstarmedia.com,Leadstar Media,AFFILIATE_PERFORMANCE,"Leadstar Media is a sports betting affiliate company that connects users with sportsbooks and online casinos, focusing on performance marketing and lead generation.",64,Sweden,online media,"sociala medier, online marketing, sport, performance marketing, lead generation, online media, sports betting, seo, betting industry growth, market-specific betting guides, product development, conver","Leadstar Media is a Swedish sports betting and gaming affiliate company based in Stockholm, founded in 2009. With around 56 employees from approximately 20 different nationalities, the company operate",http://www.linkedin.com/company/leadstar-media,UK_EU,success,gpt-4o-mini,v1
leadzinmarketing.com,LEADZIN,AFFILIATE_PERFORMANCE,"Leadzin operates as an affiliate platform connecting advertisers with publishers/creators, indicating a focus on performance marketing.",56,United States,marketing & advertising,"advertising services, marketing & advertising",Leadzin is B2B company + affiliate platform...,http://www.linkedin.com/company/leadzinn001,US,error,gpt-4o-mini,v1
linkvertise.com,Linkvertise,AFFILIATE_PERFORMANCE,Linkvertise connects advertisers with publishers/creators through content monetization and affiliate marketing solutions.,23,Germany,marketing & advertising,"monetization, content monetization, affiliate, advertising, onlinemarketing, searchengine, search traffic, traffic monetization, online marketing, seo, advertising services, information technology & s","Nobody wants to pay for content on the internet, and Publishers want to be rewarded monetarily for their creativity. This conflict is solved by Linkvertise - we deliver this solution by providing free",http://www.linkedin.com/company/linkvertise,UK_EU,success,gpt-4o-mini,v1
litmusmedia.co,Litmus Media,AFFILIATE_PERFORMANCE,Litmus Media is a performance marketing agency that connects advertisers and publishers through a performance-first affiliate ecosystem.,15,India,marketing & advertising,"performance marketing, advertising services, long-term brand building, app marketing, measurable results, d2c, market reach, campaign optimization, impactful digital campaigns, lead quality, digital a","Litmus Media is a creative powerhouse dedicated to crafting meaningful brand experiences that resonate and endure. With past expertise, we specialize in transforming brands through a holistic approach",http://www.linkedin.com/company/litmusmedia,INDIA,success,gpt-4o-mini,v1
livingnet.in,LivingNeT,AFFILIATE_PERFORMANCE,"LivingNeT operates on a performance-based pricing model (CPL, CPA, CPS) that connects advertisers with actions taken by users, indicating a focus on affiliate marketing.",21,India,marketing & advertising,"advertising services, marketing & advertising","Livingnet is a digital media company making the online inventory smarter. Livingnet is best platform in CPL, CPA, CPR, CPI, CPM, CPS.: digital marketing is based on Cost Per Action cpl cpst per lead a",http://www.linkedin.com/company/livingnet,INDIA,ConnectError,gpt-4o-mini,v1
lomadee.com.br,Lomadee,AFFILIATE_PERFORMANCE,"Lomadee is a prominent affiliate marketing platform connecting brands with affiliates for performance-based promotions, focusing on marketing de afiliados.",84,Brazil,marketing & advertising,"monetizacao na internet, programa de afiliados, publicidade online, marketing de afiliados, advertising services, marketing & advertising","Lomadee is a prominent affiliate marketing platform in Brazil, connecting over 350 brands with more than 1 million affiliates. The platform focuses on performance-based promotions, allowing affiliates",http://www.linkedin.com/company/lomadee1,LATAM,success,gpt-4o-mini,v1
